,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Passenger Satisfaction
6424,79482,Female,Loyal Customer,52,Business travel,Business,760,2,3,3,3,1,4,4,2,2,2,2,1,2,2,0,19,Dissatisfied
6425,120138,Female,Loyal Customer,36,Business travel,Business,1475,4,4,4,4,4,4,5,5,5,5,5,3,5,5,23,12,Satisfied
6426,59396,Female,Loyal Customer,66,Personal Travel,Eco,2556,1,1,1,3,1,4,3,4,4,1,1,2,4,1,65,56,Dissatisfied
6427,40780,Male,Loyal Customer,27,Business travel,Eco,590,0,1,1,1,5,1,5,5,3,1,3,5,3,5,0,0,Dissatisfied
6428,108806,Female,Loyal Customer,9,Personal Travel,Eco,406,2,4,2,3,1,2,1,1,1,2,3,2,4,1,2,0,Dissatisfied
6429,68693,Female,Loyal Customer,38,Personal Travel,Eco,237,3,4,3,5,5,3,5,5,5,5,5,5,5,5,38,47,Very Satisfied
6430,45836,Female,Loyal Customer,17,Personal Travel,Eco,411,4,4,4,1,1,4,1,1,2,3,2,3,4,1,0,0,Dissatisfied
6431,120195,Female,disloyal Customer,25,Business travel,Business,1325,4,0,4,2,2,4,2,2,4,5,5,5,4,2,5,0,Neutral
6432,127592,Female,Loyal Customer,36,Business travel,Business,1773,1,1,1,1,2,4,4,4,4,4,4,5,4,3,0,0,Neutral
6433,96098,Male,Loyal Customer,18,Personal Travel,Eco,795,2,4,2,3,1,2,1,1,5,2,4,4,4,1,0,2,Dissatisfied
6434,64190,Male,Loyal Customer,46,Business travel,Business,453,2,1,1,1,3,4,3,2,2,2,2,3,2,3,16,12,Dissatisfied
6435,109654,Female,Loyal Customer,32,Business travel,Eco,829,3,2,2,2,3,3,3,3,2,4,3,3,3,3,0,0,Dissatisfied
6436,118712,Male,Loyal Customer,20,Personal Travel,Eco,369,3,5,3,1,3,3,3,3,3,3,2,4,4,3,0,0,Neutral
6437,80025,Female,Loyal Customer,47,Personal Travel,Eco,1076,2,5,2,1,5,5,4,5,5,2,5,5,5,4,0,0,Satisfied
6438,21951,Female,disloyal Customer,27,Business travel,Eco,500,3,3,3,3,5,3,5,5,4,3,3,1,4,5,0,13,Satisfied
6439,103568,Female,Loyal Customer,23,Business travel,Business,3656,3,3,3,3,4,4,4,4,3,4,5,3,4,4,14,0,Satisfied
6440,3019,Female,Loyal Customer,56,Business travel,Business,3639,3,4,4,4,4,3,4,3,3,3,3,4,3,2,0,0,Neutral
6441,116013,Female,Loyal Customer,45,Personal Travel,Eco,337,3,1,3,2,4,2,2,4,4,3,4,1,4,1,4,0,Dissatisfied
6442,24389,Male,Loyal Customer,63,Personal Travel,Eco,669,4,4,4,2,2,4,2,2,4,3,5,5,4,2,2,5,Neutral
6443,29864,Female,disloyal Customer,23,Business travel,Eco,213,3,4,4,2,5,4,5,5,2,5,4,4,3,5,0,0,Satisfied
6444,48682,Female,disloyal Customer,22,Business travel,Eco,56,1,5,1,3,5,1,5,5,3,5,5,4,4,5,0,16,Satisfied
6445,109268,Male,Loyal Customer,55,Personal Travel,Eco Plus,616,3,5,3,4,2,3,2,2,3,4,4,3,4,2,0,0,Neutral
6446,47690,Female,Loyal Customer,62,Personal Travel,Eco,715,4,2,4,4,3,4,4,1,1,4,1,2,1,4,0,6,Dissatisfied
6447,50748,Male,Loyal Customer,26,Personal Travel,Eco,156,4,5,4,3,5,4,2,5,3,2,5,4,4,5,0,0,Satisfied
6448,94402,Female,Loyal Customer,62,Business travel,Business,2793,0,0,0,4,3,4,4,4,4,4,4,4,4,3,2,0,Neutral
6449,115908,Male,Loyal Customer,48,Business travel,Eco,296,4,3,3,3,4,4,4,4,5,1,2,3,5,4,0,0,Satisfied
6450,104498,Male,Loyal Customer,49,Business travel,Business,1609,2,2,2,2,2,3,4,5,5,5,5,5,5,4,0,0,Satisfied
6451,33968,Female,disloyal Customer,24,Business travel,Eco,1244,3,3,3,1,3,3,3,3,4,1,5,3,5,3,0,0,Neutral
6452,90868,Female,disloyal Customer,38,Business travel,Business,406,5,5,5,3,3,5,3,3,5,4,5,4,5,3,0,0,Satisfied
6453,46374,Male,Loyal Customer,45,Business travel,Eco,1081,4,1,1,1,4,4,4,4,3,4,2,5,5,4,0,0,Neutral
6454,25275,Male,Loyal Customer,36,Personal Travel,Eco,425,4,3,4,4,3,4,2,3,1,2,3,2,4,3,5,4,Neutral
6455,125369,Female,Loyal Customer,54,Personal Travel,Eco,599,2,2,2,2,4,3,2,4,4,2,2,3,4,2,0,0,Dissatisfied
6456,36871,Female,Loyal Customer,13,Personal Travel,Eco,273,3,2,3,3,2,3,4,2,2,4,4,3,3,2,0,0,Dissatisfied
6457,103316,Female,Loyal Customer,56,Business travel,Business,1371,1,1,1,1,2,5,5,5,5,5,5,4,5,5,0,1,Satisfied
6458,95860,Male,Loyal Customer,34,Business travel,Business,580,4,4,4,4,4,4,5,5,5,5,5,3,5,4,2,0,Satisfied
6459,20744,Male,Loyal Customer,33,Business travel,Business,363,1,1,1,1,5,5,5,5,2,2,3,3,5,5,0,0,Neutral
6460,101526,Male,Loyal Customer,19,Personal Travel,Eco,345,4,3,4,4,4,4,4,4,4,2,1,4,3,4,4,0,Satisfied
6461,80041,Male,disloyal Customer,65,Personal Travel,Eco,1076,2,4,2,1,4,2,4,4,3,3,4,4,4,4,8,19,Neutral
6462,32922,Male,Loyal Customer,36,Personal Travel,Eco,163,3,1,3,3,1,3,1,1,4,4,2,4,3,1,0,0,Dissatisfied
6463,35054,Male,Loyal Customer,21,Business travel,Business,3699,4,4,4,4,4,4,4,3,2,4,4,4,5,4,170,158,Satisfied
6464,89992,Female,Loyal Customer,44,Business travel,Business,1084,4,4,4,4,4,4,4,4,4,4,4,5,4,5,0,4,Satisfied
6465,10563,Male,Loyal Customer,47,Business travel,Business,74,2,2,2,2,2,5,4,4,4,4,5,4,4,4,0,0,Neutral
6466,92411,Female,Loyal Customer,33,Business travel,Business,1919,3,5,5,5,1,4,4,3,3,3,3,1,3,1,0,0,Neutral
6467,8601,Female,Loyal Customer,33,Business travel,Business,109,3,3,3,3,2,5,5,4,4,4,5,3,4,5,5,2,Satisfied
6468,18874,Female,Loyal Customer,26,Business travel,Business,500,4,4,4,4,4,4,4,4,1,5,3,2,1,4,0,0,Neutral
6469,111767,Female,Loyal Customer,43,Business travel,Business,1620,1,2,2,2,2,1,2,1,1,2,1,1,1,4,39,19,Dissatisfied
6470,34189,Male,Loyal Customer,68,Personal Travel,Eco,1046,2,1,2,4,5,2,5,5,2,4,4,2,4,5,3,0,Neutral
6471,114690,Female,disloyal Customer,23,Business travel,Eco,447,3,4,3,3,1,3,1,1,5,3,4,5,4,1,0,0,Dissatisfied
6472,19931,Male,Loyal Customer,43,Personal Travel,Eco,240,3,5,0,3,1,0,1,1,4,4,4,4,4,1,31,28,Dissatisfied
6473,36925,Male,Loyal Customer,41,Business travel,Business,3522,1,1,1,1,1,5,2,4,4,4,4,3,4,1,0,0,Dissatisfied
6474,26407,Male,Loyal Customer,44,Business travel,Eco Plus,957,5,2,2,2,5,5,5,5,1,3,2,2,3,5,3,0,Neutral
6475,117338,Male,disloyal Customer,23,Business travel,Eco,296,1,0,2,2,2,2,2,2,4,2,4,3,5,2,0,0,Dissatisfied
6476,49402,Male,Loyal Customer,42,Business travel,Business,3985,3,3,5,3,1,2,4,5,5,5,4,3,5,2,12,8,Satisfied
6477,83393,Male,Loyal Customer,48,Business travel,Business,1697,3,3,3,3,2,5,4,4,4,5,4,5,4,3,6,0,Satisfied
6478,51387,Female,Loyal Customer,48,Personal Travel,Eco Plus,262,5,4,0,4,1,4,5,4,4,0,2,5,4,1,0,0,Neutral
6479,83965,Male,Loyal Customer,55,Business travel,Business,2145,1,1,3,1,2,5,5,1,1,2,1,3,1,3,1,15,Dissatisfied
6480,88752,Male,Loyal Customer,11,Personal Travel,Eco,366,2,5,3,2,1,3,1,1,1,2,2,2,2,1,0,0,Dissatisfied
6481,56453,Female,Loyal Customer,63,Personal Travel,Eco,719,1,4,1,2,4,4,5,5,5,1,4,4,5,5,0,0,Satisfied
6482,102553,Female,Loyal Customer,68,Personal Travel,Eco,223,2,5,2,2,2,5,5,5,5,2,5,5,5,3,18,7,Satisfied
6483,116818,Male,Loyal Customer,49,Business travel,Business,646,4,2,4,4,3,4,5,4,4,4,4,4,4,4,4,0,Satisfied
6484,7851,Male,Loyal Customer,40,Business travel,Eco,1005,2,3,3,3,2,2,2,2,2,2,4,1,3,2,10,10,Dissatisfied
6485,93813,Male,Loyal Customer,48,Business travel,Business,391,4,4,4,4,4,5,4,5,5,5,5,5,5,4,3,0,Very Satisfied
6486,109217,Male,Loyal Customer,30,Business travel,Eco,616,5,1,1,1,5,5,5,5,3,5,2,2,4,5,0,0,Satisfied
6487,68685,Male,disloyal Customer,36,Business travel,Eco,237,3,0,3,2,1,3,1,1,4,2,1,2,1,1,0,0,Dissatisfied
6488,56987,Female,Loyal Customer,37,Personal Travel,Eco,2565,2,2,2,4,2,4,3,3,3,2,4,3,3,3,0,3,Dissatisfied
6489,111318,Male,Loyal Customer,33,Business travel,Business,283,4,1,1,1,4,4,4,4,1,1,3,4,4,4,19,35,Dissatisfied
6490,113507,Male,Loyal Customer,75,Business travel,Business,2576,4,5,5,5,4,2,3,4,4,4,4,4,4,3,5,4,Satisfied
6491,54616,Male,disloyal Customer,42,Business travel,Eco,854,1,1,1,2,4,1,4,4,1,1,4,1,5,4,0,0,Dissatisfied
6492,99140,Female,Loyal Customer,55,Business travel,Business,1565,4,4,1,4,2,5,4,4,4,5,4,3,4,3,3,0,Satisfied
6493,112427,Female,Loyal Customer,51,Business travel,Business,957,2,2,2,2,4,5,4,4,4,4,4,4,4,5,50,39,Satisfied
6494,9599,Female,Loyal Customer,23,Personal Travel,Eco,229,3,5,3,2,1,3,1,1,5,5,4,5,4,1,3,0,Neutral
6495,37418,Female,Loyal Customer,40,Business travel,Eco,1035,1,5,5,5,1,1,1,1,4,4,4,2,3,1,0,0,Dissatisfied
6496,18906,Male,Loyal Customer,30,Personal Travel,Eco,503,4,3,4,3,3,4,3,3,4,1,3,4,2,3,0,0,Neutral
6497,70278,Male,Loyal Customer,45,Business travel,Business,852,3,3,3,3,5,5,5,4,4,4,4,5,4,3,0,3,Satisfied
6498,88172,Male,disloyal Customer,20,Business travel,Eco,270,1,0,0,4,5,0,5,5,4,2,5,4,5,5,0,0,Neutral
6499,16728,Female,Loyal Customer,58,Business travel,Eco,1167,4,4,4,4,4,4,4,5,4,2,3,4,4,4,244,261,Satisfied
6500,112681,Female,Loyal Customer,52,Business travel,Business,723,5,5,5,5,2,4,4,5,5,5,5,3,5,5,0,0,Very Satisfied
6501,2067,Male,Loyal Customer,56,Business travel,Business,1593,4,5,4,4,4,4,5,3,3,4,3,3,3,3,17,3,Satisfied
6502,127982,Male,Loyal Customer,60,Business travel,Business,2329,5,5,5,5,5,5,2,5,5,5,5,1,5,4,0,17,Satisfied
6503,120763,Female,disloyal Customer,20,Business travel,Eco,678,3,3,3,5,4,3,5,4,4,4,5,5,5,4,0,0,Satisfied
6504,60074,Male,Loyal Customer,25,Business travel,Business,1012,4,4,4,4,3,3,3,3,3,4,5,5,4,3,4,0,Satisfied
6505,101783,Female,Loyal Customer,31,Business travel,Business,1521,1,1,1,1,5,5,5,5,5,5,5,4,5,5,52,43,Satisfied
6506,34893,Male,Loyal Customer,40,Personal Travel,Business,187,1,5,1,3,4,5,5,1,1,1,1,3,1,3,0,0,Dissatisfied
6507,71404,Female,Loyal Customer,40,Business travel,Business,1533,4,4,4,4,2,5,4,4,4,4,4,4,4,3,50,46,Satisfied
6508,129267,Female,Loyal Customer,59,Business travel,Eco,2521,2,2,4,4,5,2,4,2,2,2,2,3,2,1,0,0,Dissatisfied
6509,57424,Female,disloyal Customer,20,Business travel,Business,533,4,5,3,5,4,3,4,4,3,2,5,5,5,4,21,8,Satisfied
6510,14079,Male,disloyal Customer,27,Business travel,Eco,371,1,0,1,2,3,1,3,3,1,2,1,5,4,3,0,0,Dissatisfied
6511,94557,Female,Loyal Customer,42,Business travel,Business,2726,1,1,5,1,2,4,4,5,5,5,5,3,5,5,3,0,Satisfied
6512,5857,Male,Loyal Customer,31,Personal Travel,Eco,1020,4,0,4,4,4,4,4,4,3,5,2,2,4,4,0,0,Neutral
6513,78678,Female,Loyal Customer,32,Business travel,Business,2805,4,4,4,4,5,4,5,5,4,4,4,3,5,5,0,0,Satisfied
6514,87402,Female,Loyal Customer,50,Personal Travel,Eco,425,2,0,4,4,5,5,5,5,5,4,5,2,5,5,48,33,Satisfied
6515,45638,Male,Loyal Customer,16,Personal Travel,Eco,230,2,4,0,3,4,0,4,4,5,3,5,5,5,4,2,0,Neutral
6516,102121,Female,disloyal Customer,20,Business travel,Business,236,0,0,0,3,1,0,1,1,4,3,4,4,5,1,6,0,Dissatisfied
6517,45282,Female,Loyal Customer,36,Business travel,Eco,188,4,4,4,4,4,4,4,4,3,2,5,4,4,4,0,0,Satisfied
6518,4958,Male,disloyal Customer,26,Business travel,Business,931,0,0,0,3,2,0,2,2,3,2,4,4,5,2,0,0,Dissatisfied
6519,128585,Male,Loyal Customer,47,Business travel,Business,2552,4,4,4,4,5,5,4,2,2,2,2,4,2,4,0,0,Neutral
6520,16904,Female,Loyal Customer,20,Personal Travel,Eco,746,2,4,1,4,4,1,4,4,4,5,4,3,4,4,79,78,Neutral
6521,74720,Male,Loyal Customer,53,Personal Travel,Eco,1464,3,5,3,2,5,3,5,5,4,2,3,5,5,5,31,33,Satisfied
6522,111613,Female,Loyal Customer,44,Business travel,Business,1014,2,2,2,2,2,4,5,5,5,5,5,5,5,4,0,0,Satisfied
6523,54064,Male,Loyal Customer,30,Business travel,Business,1416,4,4,4,4,5,5,5,5,1,2,1,4,2,5,0,0,Satisfied
6524,17959,Male,Loyal Customer,48,Business travel,Eco,500,3,2,2,2,3,3,3,3,4,5,2,5,2,3,0,0,Neutral
6525,128057,Female,Loyal Customer,55,Personal Travel,Eco Plus,735,3,4,3,3,3,3,1,2,2,3,1,1,2,2,6,0,Dissatisfied
6526,33382,Female,Loyal Customer,47,Personal Travel,Eco,2556,2,5,2,3,4,5,1,5,5,2,5,1,5,2,0,0,Neutral
6527,110110,Female,disloyal Customer,46,Business travel,Business,1056,1,0,0,2,2,1,2,2,4,2,4,4,4,2,0,0,Dissatisfied
6528,124386,Female,Loyal Customer,63,Personal Travel,Eco,575,4,4,4,1,2,4,4,3,3,4,2,5,3,4,0,1,Neutral
6529,123990,Male,Loyal Customer,58,Business travel,Business,184,3,3,4,3,4,4,4,5,5,5,5,3,5,3,0,0,Satisfied
6530,113522,Male,Loyal Customer,43,Business travel,Business,407,2,2,2,2,5,4,4,5,5,5,5,3,5,5,5,0,Satisfied
6531,35364,Female,disloyal Customer,49,Business travel,Eco,944,1,1,1,3,1,1,1,1,4,2,3,2,3,1,53,13,Dissatisfied
6532,124452,Male,disloyal Customer,24,Business travel,Eco,980,2,2,2,2,3,2,4,3,5,4,4,3,4,3,3,39,Neutral
6533,73558,Male,Loyal Customer,31,Business travel,Business,204,0,5,0,3,5,4,4,5,5,5,4,4,4,5,21,7,Satisfied
6534,13878,Male,disloyal Customer,23,Business travel,Eco,667,4,1,5,2,4,5,4,4,4,2,3,1,3,4,0,1,Neutral
6535,91154,Male,Loyal Customer,12,Personal Travel,Eco,271,4,0,4,4,3,4,3,3,4,2,2,1,4,3,40,33,Dissatisfied
6536,15326,Male,Loyal Customer,35,Business travel,Eco,599,1,4,4,4,1,1,1,1,3,3,3,2,2,1,0,0,Dissatisfied
6537,115452,Female,Loyal Customer,20,Business travel,Business,325,1,1,1,1,1,1,1,1,1,2,4,1,3,1,0,0,Dissatisfied
6538,50083,Male,Loyal Customer,71,Business travel,Eco,262,1,5,5,5,2,1,2,2,4,5,1,2,1,2,0,5,Dissatisfied
6539,99717,Male,Loyal Customer,45,Business travel,Business,255,5,5,5,5,3,5,4,3,3,4,3,4,3,3,62,64,Satisfied
6540,27695,Female,Loyal Customer,45,Personal Travel,Eco,1107,4,0,3,2,5,5,4,4,4,3,4,4,4,4,0,0,Satisfied
6541,48514,Male,Loyal Customer,54,Business travel,Eco,776,1,3,3,3,1,1,1,1,4,2,3,3,4,1,11,38,Dissatisfied
6542,57134,Female,Loyal Customer,29,Personal Travel,Eco,1222,2,5,2,3,3,2,3,3,1,2,2,1,1,3,3,0,Dissatisfied
6543,33128,Male,Loyal Customer,38,Personal Travel,Eco,102,1,5,0,3,2,0,2,2,3,3,4,5,4,2,0,0,Dissatisfied
6544,97323,Female,Loyal Customer,47,Business travel,Business,843,2,2,2,2,4,5,5,4,4,4,4,4,4,3,0,0,Satisfied
6545,89320,Female,Loyal Customer,60,Business travel,Business,1587,1,1,1,1,2,3,4,4,4,5,4,3,4,3,0,0,Dissatisfied
6546,82205,Male,disloyal Customer,38,Business travel,Business,405,2,2,2,1,1,2,1,1,5,4,5,5,4,1,0,0,Dissatisfied
6547,61771,Male,Loyal Customer,33,Personal Travel,Eco,1303,1,4,1,5,4,1,4,4,4,5,5,5,4,4,0,0,Satisfied
6548,42530,Male,Loyal Customer,46,Personal Travel,Eco Plus,328,0,2,0,2,4,0,4,4,2,5,3,2,2,4,0,0,Dissatisfied
6549,112136,Female,disloyal Customer,35,Business travel,Business,895,2,2,2,1,4,2,5,4,5,4,5,4,4,4,0,0,Neutral
6550,16193,Male,disloyal Customer,25,Business travel,Business,277,4,0,4,2,3,4,3,3,5,2,1,1,2,3,25,55,Dissatisfied
6551,45955,Female,Loyal Customer,44,Business travel,Eco Plus,563,5,3,3,3,5,4,3,5,5,5,5,2,5,5,0,0,Satisfied
6552,53768,Male,Loyal Customer,16,Personal Travel,Eco,1195,4,4,4,3,2,4,2,2,3,2,5,5,5,2,3,0,Neutral
6553,101439,Male,Loyal Customer,40,Business travel,Business,345,3,3,3,3,3,4,5,5,5,4,5,5,5,3,0,5,Satisfied
6554,105950,Male,disloyal Customer,34,Business travel,Business,2295,2,2,2,4,1,2,1,1,4,4,3,5,5,1,9,0,Dissatisfied
6555,3713,Male,Loyal Customer,47,Personal Travel,Eco,431,3,5,3,2,3,3,3,3,5,2,5,5,5,3,0,0,Satisfied
6556,39149,Male,Loyal Customer,47,Personal Travel,Eco,190,1,4,1,3,5,1,5,5,4,2,5,3,4,5,1,,Neutral
6557,27297,Male,Loyal Customer,26,Business travel,Eco,1050,4,2,4,2,4,4,3,4,1,4,4,5,1,4,0,0,Neutral
6558,100380,Female,Loyal Customer,39,Personal Travel,Eco,1011,1,3,1,3,2,1,2,2,3,4,3,4,3,2,0,0,Dissatisfied
6559,57087,Male,Loyal Customer,58,Business travel,Business,3534,1,4,1,1,4,4,5,3,3,3,3,4,3,4,0,0,Neutral
6560,108821,Female,Loyal Customer,48,Business travel,Business,1199,1,4,4,4,2,3,4,1,1,1,1,1,1,1,0,4,Dissatisfied
6561,127008,Female,Loyal Customer,33,Business travel,Business,2030,4,4,4,4,1,3,4,4,4,4,4,1,4,3,0,0,Neutral
6562,44061,Male,Loyal Customer,26,Personal Travel,Business,456,1,4,1,5,3,1,3,3,3,3,5,3,4,3,0,3,Neutral
6563,128488,Female,Loyal Customer,62,Personal Travel,Eco,370,2,5,2,5,1,1,1,3,3,2,3,1,3,2,0,0,Dissatisfied
6564,129670,Female,disloyal Customer,23,Business travel,Eco,447,3,0,3,3,4,3,4,4,3,5,5,3,4,4,57,61,Neutral
6565,120988,Female,Loyal Customer,12,Business travel,Business,1502,1,1,2,1,4,4,4,4,4,2,4,5,5,4,0,0,Neutral
6566,53071,Male,Loyal Customer,12,Personal Travel,Eco,1208,2,1,2,2,2,2,2,2,4,5,3,4,2,2,3,6,Dissatisfied
6567,114745,Female,Loyal Customer,46,Business travel,Business,1573,5,5,5,5,5,5,5,5,5,5,5,3,5,3,73,64,Very Satisfied
6568,50361,Male,Loyal Customer,18,Business travel,Business,190,4,4,4,4,4,4,5,4,4,2,4,2,1,4,0,2,Satisfied
6569,38342,Female,Loyal Customer,42,Business travel,Business,1612,4,4,4,4,3,5,5,5,5,5,5,4,5,4,4,0,Satisfied
6570,54128,Female,disloyal Customer,29,Business travel,Eco,1400,1,0,0,4,3,1,3,3,2,4,2,1,5,3,1,0,Dissatisfied
6571,14911,Male,Loyal Customer,8,Personal Travel,Eco,240,0,5,0,2,5,0,3,5,3,5,4,3,5,5,0,0,Neutral
6572,52258,Male,Loyal Customer,30,Business travel,Business,370,4,4,4,4,4,4,4,4,3,3,5,4,1,4,0,11,Satisfied
6573,56039,Female,Loyal Customer,43,Business travel,Eco,2586,3,5,1,5,3,4,4,2,4,2,2,4,2,4,31,33,Neutral
6574,58987,Male,disloyal Customer,48,Business travel,Business,1744,5,5,5,2,5,5,5,5,5,2,4,4,5,5,5,29,Satisfied
6575,19215,Female,Loyal Customer,55,Business travel,Business,459,5,4,4,4,3,1,1,5,5,4,5,4,5,3,118,115,Satisfied
6576,104926,Male,Loyal Customer,28,Business travel,Business,210,5,5,5,5,4,4,4,4,5,5,5,3,3,4,98,102,Satisfied
6577,120971,Female,Loyal Customer,55,Business travel,Business,992,1,1,3,1,2,4,4,4,4,4,4,3,4,4,1,5,Neutral
6578,111630,Male,Loyal Customer,59,Personal Travel,Eco Plus,1014,2,4,2,4,1,2,1,1,4,4,1,3,2,1,46,48,Dissatisfied
6579,17518,Male,Loyal Customer,61,Personal Travel,Eco,241,4,5,4,4,3,4,3,3,3,2,4,4,5,3,0,2,Satisfied
6580,37409,Male,disloyal Customer,26,Business travel,Eco,944,4,4,4,2,4,4,4,4,4,2,5,3,3,4,0,0,Satisfied
6581,38064,Female,Loyal Customer,24,Business travel,Eco,1237,5,1,1,1,5,5,4,5,2,4,4,4,5,5,21,5,Satisfied
6582,111597,Female,disloyal Customer,29,Business travel,Business,883,5,5,5,1,1,5,1,1,3,3,4,3,4,1,4,5,Neutral
6583,18230,Male,Loyal Customer,37,Business travel,Business,346,1,2,2,2,3,3,4,1,1,1,1,1,1,4,55,42,Dissatisfied
6584,84382,Male,Loyal Customer,30,Business travel,Business,606,3,5,5,5,3,4,3,3,4,5,4,1,4,3,0,4,Satisfied
6585,122420,Male,Loyal Customer,30,Business travel,Business,1916,4,4,5,4,4,4,4,4,5,3,5,3,4,4,0,0,Satisfied
6586,78970,Male,disloyal Customer,24,Business travel,Eco,226,3,0,3,5,3,3,3,3,3,5,5,3,4,3,0,0,Neutral
6587,61560,Female,Loyal Customer,32,Business travel,Eco Plus,2442,2,3,3,3,2,2,2,2,4,1,1,1,2,2,30,8,Dissatisfied
6588,106088,Female,Loyal Customer,30,Business travel,Business,302,0,0,0,2,4,4,4,4,3,4,4,4,5,4,20,21,Neutral
6589,105066,Male,Loyal Customer,47,Business travel,Business,2055,3,3,3,3,3,5,4,5,5,5,5,3,5,3,0,10,Satisfied
6590,54888,Male,Loyal Customer,69,Personal Travel,Eco,641,4,5,3,3,3,3,5,3,3,3,5,5,5,3,2,0,Satisfied
6591,2651,Male,Loyal Customer,39,Business travel,Business,3641,4,4,2,4,4,5,4,4,4,4,4,3,4,4,14,11,Satisfied
6592,129013,Female,Loyal Customer,24,Business travel,Business,2704,4,1,1,1,3,4,4,1,2,3,4,4,4,4,2,12,Dissatisfied
6593,29813,Female,Loyal Customer,34,Business travel,Business,373,5,5,2,5,1,1,2,4,4,4,4,3,4,5,0,6,Satisfied
6594,65644,Female,Loyal Customer,34,Business travel,Business,926,3,3,3,3,5,4,5,4,4,4,4,3,4,5,0,0,Satisfied
6595,127349,Male,Loyal Customer,35,Business travel,Eco,507,1,3,3,3,1,1,1,1,1,2,3,1,3,1,0,0,Dissatisfied
6596,110488,Female,Loyal Customer,20,Personal Travel,Eco,842,3,5,3,3,1,3,3,1,5,2,2,2,3,1,11,6,Dissatisfied
6597,50685,Male,Loyal Customer,15,Personal Travel,Eco,304,3,4,3,3,5,3,2,5,5,3,4,3,5,5,23,18,Satisfied
6598,13248,Male,disloyal Customer,24,Business travel,Eco,468,2,2,2,3,2,2,2,2,1,4,3,3,3,2,0,0,Dissatisfied
6599,36365,Male,disloyal Customer,23,Business travel,Eco,200,4,0,4,3,4,4,4,4,1,1,3,3,3,4,0,0,Neutral
6600,112817,Female,disloyal Customer,46,Business travel,Business,1211,3,3,3,3,3,3,3,3,4,5,5,3,4,3,9,0,Neutral
6601,124364,Male,Loyal Customer,10,Business travel,Business,575,1,1,1,1,4,4,4,4,3,2,5,4,4,4,0,0,Neutral
6602,38194,Male,Loyal Customer,67,Personal Travel,Eco,1249,1,4,1,3,3,1,3,3,5,3,4,4,5,3,10,3,Neutral
6603,2882,Female,Loyal Customer,7,Personal Travel,Eco,409,2,3,2,2,4,2,2,4,1,1,3,4,3,4,0,9,Dissatisfied
6604,17945,Female,Loyal Customer,49,Personal Travel,Eco,214,4,2,4,2,2,2,3,4,4,4,4,3,4,1,43,68,Neutral
6605,53015,Female,disloyal Customer,41,Business travel,Eco,1190,3,3,3,1,4,3,4,4,2,2,2,2,2,4,22,36,Dissatisfied
6606,4195,Female,Loyal Customer,50,Business travel,Business,544,5,5,5,5,5,5,5,2,2,2,2,3,2,5,0,0,Satisfied
6607,3170,Female,disloyal Customer,21,Business travel,Eco,585,5,2,5,2,4,5,4,4,5,5,4,3,4,4,9,51,Satisfied
6608,116990,Male,Loyal Customer,34,Business travel,Business,338,4,4,4,4,2,4,5,4,4,4,4,3,4,3,19,13,Satisfied
6609,52289,Female,disloyal Customer,40,Business travel,Business,370,4,4,4,3,4,4,4,4,4,5,3,4,4,4,0,0,Satisfied
6610,95287,Female,Loyal Customer,66,Personal Travel,Eco,562,4,4,4,2,2,4,4,5,5,4,5,4,5,3,88,83,Satisfied
6611,124718,Male,Loyal Customer,25,Personal Travel,Eco,399,1,2,1,2,3,1,2,3,3,5,2,4,2,3,22,16,Dissatisfied
6612,123049,Male,disloyal Customer,23,Business travel,Eco,468,2,5,2,2,2,2,2,2,5,2,5,5,4,2,0,0,Neutral
6613,109761,Male,Loyal Customer,56,Business travel,Business,2345,3,3,5,3,3,5,5,5,5,5,5,3,5,4,77,80,Satisfied
6614,49795,Female,disloyal Customer,22,Business travel,Eco,266,3,0,3,3,4,3,5,4,3,3,2,3,5,4,0,0,Neutral
6615,33890,Male,Loyal Customer,31,Business travel,Business,1226,3,4,4,4,3,3,3,3,3,3,4,1,4,3,127,123,Neutral
6616,36230,Male,Loyal Customer,43,Personal Travel,Eco,280,2,3,2,4,1,2,1,1,5,4,4,4,1,1,0,0,Dissatisfied
6617,46925,Male,Loyal Customer,43,Business travel,Business,2941,1,1,1,1,2,2,1,5,5,5,5,3,5,3,41,46,Dissatisfied
6618,10593,Female,Loyal Customer,43,Business travel,Business,2862,1,1,1,1,3,5,5,5,5,5,5,5,5,5,0,0,Satisfied
6619,74609,Female,Loyal Customer,28,Business travel,Business,1242,5,5,5,5,4,4,4,4,5,4,4,4,4,4,15,2,Satisfied
6620,16484,Male,Loyal Customer,71,Business travel,Business,3230,5,5,5,5,4,5,5,4,4,4,4,3,4,3,0,0,Satisfied
6621,63334,Male,disloyal Customer,43,Business travel,Eco,337,1,3,1,4,2,1,2,2,3,4,4,4,3,2,8,10,Dissatisfied
6622,50043,Male,Loyal Customer,46,Business travel,Eco,89,5,1,1,1,5,5,5,5,1,1,2,3,5,5,0,0,Neutral
6623,112665,Female,Loyal Customer,42,Business travel,Business,1865,1,1,1,1,3,4,5,4,4,4,4,4,4,4,37,21,Neutral
